"alcohol","base","sulfonyl.fluoride","alcohol_.C1_electrostatic_charge","alcohol_.C1_exposed_area","alcohol_electronegativity","alcohol_primary","alcohol_secondary","alcohol_tertiary","alcohol_cyclic","alcohol_4.membered_ring","alcohol_5.membered_ring","alcohol_6.membered_ring","alcohol_7.membered_ring","alcohol_benzylic","alcohol_allylic","alcohol_homobenzylic","alcohol_homoallylic","alcohol_alpha.carbonyl","alcohol_beta_carbonyl","alcohol_hemiacetal","alcohol_alpha.amino","base_.N1_exposed_area","sulfonyl_fluoride_.S1_electrostatic_charge","sulfonyl_fluoride_.F1_electrostatic_charge","sulfonyl_fluoride_.O1_electrostatic_charge","yield"
"1r","DBU","3.CF3",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,9
"1r","DBU","3.NO2",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,28
"1r","DBU","PBSF",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,29
"1r","MTBD","3.Cl",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,36
"1r","MTBD","PyFluor",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,41
"1r","MTBD","3.CF3",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,38
"1r","MTBD","3.NO2",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,42
"1r","MTBD","PBSF",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,44
"1r","BTMG","3.Cl",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,79
"1r","BTMG","PyFluor",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,74
"1r","BTMG","3.CF3",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,85
"1r","BTMG","3.NO2",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,84
"1r","BTMG","PBSF",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,66
"1r","BTPP","3.Cl",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,90
"1r","BTPP","PyFluor",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,85
"1r","BTPP","3.CF3",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,97
"1r","BTPP","3.NO2",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,89
"1r","BTPP","PBSF",-0.112,13.83,0.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,68
"1s","DBU","3.Cl",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,33
"1s","DBU","PyFluor",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,8
"1s","DBU","3.CF3",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,36
"1s","DBU","3.NO2",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,37
"1s","DBU","PBSF",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,33
"1s","MTBD","3.Cl",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,38
"1s","MTBD","PyFluor",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,9
"1s","MTBD","3.CF3",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,38
"1s","MTBD","3.NO2",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,40
"1s","MTBD","PBSF",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,39
"1s","BTMG","3.Cl",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,45
"1s","BTMG","PyFluor",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,7
"1s","BTMG","3.CF3",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,44
"1s","BTMG","3.NO2",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,49
"1s","BTMG","PBSF",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,39
"1s","BTPP","3.Cl",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,47
"1s","BTPP","PyFluor",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,5
"1s","BTPP","3.CF3",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,44
"1s","BTPP","3.NO2",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,48
"1s","BTPP","PBSF",0.104,12.866,0.13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,47
"1t","DBU","3.Cl",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,38
"1t","DBU","PyFluor",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,30
"1t","DBU","3.CF3",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,43
"1t","DBU","3.NO2",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,46
"1t","DBU","PBSF",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,47
"1t","MTBD","3.Cl",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,59
"1t","MTBD","PyFluor",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,41
"1t","MTBD","3.CF3",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,58
"1t","MTBD","3.NO2",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,55
"1t","MTBD","PBSF",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,55
"1t","BTMG","3.Cl",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,62
"1t","BTMG","PyFluor",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,37
"1t","BTMG","3.CF3",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,59
"1t","BTMG","3.NO2",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,59
"1t","BTMG","PBSF",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,52
"1t","BTPP","3.Cl",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,66
"1t","BTPP","PyFluor",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,34
"1t","BTPP","3.CF3",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,65
"1t","BTPP","3.NO2",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,60
"1t","BTPP","PBSF",0.156,16.405,0.11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,57
"1u","DBU","3.Cl",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,28
"1u","DBU","PyFluor",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,29
"1u","DBU","3.CF3",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,40
"1u","DBU","3.NO2",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,38
"1u","DBU","PBSF",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,25
"1u","MTBD","3.Cl",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,38
"1u","MTBD","PyFluor",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,34
"1u","MTBD","3.CF3",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,47
"1u","MTBD","3.NO2",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,46
"1u","MTBD","PBSF",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,18
"1u","BTMG","3.Cl",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,49
"1u","BTMG","PyFluor",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,31
"1u","BTMG","3.CF3",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,57
"1u","BTMG","3.NO2",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,52
"1u","BTMG","PBSF",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,18
"1u","BTPP","3.Cl",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,41
"1u","BTPP","PyFluor",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,24
"1u","BTPP","3.CF3",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,52
"1u","BTPP","3.NO2",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,42
"1u","BTPP","PBSF",0.535,5.04,0.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,9
"1v","DBU","3.Cl",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.973,-0.21,-0.439,23
"1v","DBU","PyFluor",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.849,-0.198,-0.401,42
"1v","DBU","3.CF3",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.978,-0.208,-0.436,19
"1v","DBU","3.NO2",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.973,-0.204,-0.43,34
"1v","DBU","PBSF",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7.397,0.926,-0.162,-0.384,35
"1v","MTBD","3.Cl",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.973,-0.21,-0.439,48
"1v","MTBD","PyFluor",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.849,-0.198,-0.401,59
"1v","MTBD","3.CF3",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.978,-0.208,-0.436,60
"1v","MTBD","3.NO2",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.973,-0.204,-0.43,63
"1v","MTBD","PBSF",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6.069,0.926,-0.162,-0.384,63
"1v","BTMG","3.Cl",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.973,-0.21,-0.439,10
"1v","BTMG","PyFluor",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.849,-0.198,-0.401,36
"1v","BTMG","3.CF3",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.978,-0.208,-0.436,41
"1v","BTMG","3.NO2",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.973,-0.204,-0.43,58
"1v","BTMG","PBSF",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.727,0.926,-0.162,-0.384,65
"1v","BTPP","3.Cl",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.973,-0.21,-0.439,18
"1v","BTPP","PyFluor",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.849,-0.198,-0.401,43
"1v","BTPP","3.CF3",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.978,-0.208,-0.436,55
"1v","BTPP","3.NO2",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.973,-0.204,-0.43,35
"1v","BTPP","PBSF",0.019,4.72,0.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.305,0.926,-0.162,-0.384,82
"1w","DBU","3.Cl",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,6
"1w","DBU","PyFluor",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,6
"1w","DBU","3.CF3",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,8
"1w","DBU","3.NO2",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,11
"1w","DBU","PBSF",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,15
"1w","MTBD","3.Cl",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,21
"1w","MTBD","PyFluor",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,16
"1w","MTBD","3.CF3",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,23
"1w","MTBD","3.NO2",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,22
"1w","MTBD","PBSF",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,25
"1w","BTMG","3.Cl",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,33
"1w","BTMG","PyFluor",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,24
"1w","BTMG","3.CF3",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,34
"1w","BTMG","3.NO2",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,28
"1w","BTMG","PBSF",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,25
"1w","BTPP","3.Cl",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,52
"1w","BTPP","PyFluor",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,36
"1w","BTPP","3.CF3",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,52
"1w","BTPP","3.NO2",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,39
"1w","BTPP","PBSF",0.253,13.932,0.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,32
"1x","DBU","3.Cl",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,22
"1x","DBU","PyFluor",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,12
"1x","DBU","3.CF3",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,23
"1x","DBU","3.NO2",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,22
"1x","DBU","PBSF",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,13
"1x","MTBD","3.Cl",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,30
"1x","MTBD","PyFluor",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,13
"1x","MTBD","3.CF3",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,32
"1x","MTBD","3.NO2",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,27
"1x","MTBD","PBSF",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,15
"1x","BTMG","3.Cl",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,30
"1x","BTMG","PyFluor",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,9
"1x","BTMG","3.CF3",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,32
"1x","BTMG","3.NO2",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,28
"1x","BTMG","PBSF",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,13
"1x","BTPP","3.Cl",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,28
"1x","BTPP","PyFluor",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,9
"1x","BTPP","3.CF3",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,36
"1x","BTPP","3.NO2",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,30
"1x","BTPP","PBSF",0.515,5.614,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,16
"1y","DBU","3.Cl",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.21,-0.439,0
"1y","DBU","PyFluor",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.849,-0.198,-0.401,1
"1y","DBU","3.CF3",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.978,-0.208,-0.436,1
"1y","DBU","3.NO2",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.973,-0.204,-0.43,2
"1y","DBU","PBSF",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.397,0.926,-0.162,-0.384,6
"1y","MTBD","3.Cl",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.21,-0.439,0
"1y","MTBD","PyFluor",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.849,-0.198,-0.401,1
"1y","MTBD","3.CF3",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.978,-0.208,-0.436,1
"1y","MTBD","3.NO2",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.973,-0.204,-0.43,2
"1y","MTBD","PBSF",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.069,0.926,-0.162,-0.384,9
"1y","BTMG","3.Cl",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.21,-0.439,0
"1y","BTMG","PyFluor",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.849,-0.198,-0.401,0
"1y","BTMG","3.CF3",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.978,-0.208,-0.436,0
"1y","BTMG","3.NO2",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.973,-0.204,-0.43,0
"1y","BTMG","PBSF",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.727,0.926,-0.162,-0.384,7
"1y","BTPP","3.Cl",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.21,-0.439,0
"1y","BTPP","PyFluor",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.849,-0.198,-0.401,0
"1y","BTPP","3.CF3",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.978,-0.208,-0.436,0
"1y","BTPP","3.NO2",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.973,-0.204,-0.43,0
"1y","BTPP","PBSF",0.612,0.841,0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.305,0.926,-0.162,-0.384,10
"1z","DBU","3.Cl",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.21,-0.439,46
"1z","DBU","PyFluor",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.849,-0.198,-0.401,55
"1z","DBU","3.CF3",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.978,-0.208,-0.436,62
"1z","DBU","3.NO2",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.973,-0.204,-0.43,60
"1z","DBU","PBSF",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.397,0.926,-0.162,-0.384,52
"1z","MTBD","3.Cl",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.21,-0.439,75
"1z","MTBD","PyFluor",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.849,-0.198,-0.401,79
"1z","MTBD","3.CF3",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.978,-0.208,-0.436,86
"1z","MTBD","3.NO2",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.973,-0.204,-0.43,82
"1z","MTBD","PBSF",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.069,0.926,-0.162,-0.384,77
"1z","BTMG","3.Cl",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.21,-0.439,74
"1z","BTMG","PyFluor",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.849,-0.198,-0.401,79
"1z","BTMG","3.CF3",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.978,-0.208,-0.436,84
"1z","BTMG","3.NO2",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.973,-0.204,-0.43,86
"1z","BTMG","PBSF",-0.02,13.838,0.13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.727,0.926,-0.162,-0.384,78
